title,original_sentiment,finbert_sentiment,finbert_confidence,finbert_label_positive,finbert_label_negative,finbert_label_neutral,roberta_sentiment,roberta_confidence,roberta_label_negative,roberta_label_neutral,roberta_label_positive,deberta_sentiment,deberta_confidence,deberta_label_bearish,deberta_label_neutral,deberta_label_bullish,finbert_agrees,roberta_agrees,deberta_agrees
"EXL beats profit estimates, cuts sales outlook",2,0,0.9522811770439148,0.019934559240937233,0.9522811770439148,0.02778417244553566,1,0.7087955474853516,0.06953470408916473,0.7087955474853516,0.22166983783245087,0,0.7690020203590393,0.7690020203590393,0.08068361133337021,0.1503143310546875,0,0,0
Wait and watch on Bharti Airtel: Vinay Khattar,1,1,0.9395217299461365,0.032395511865615845,0.02808280661702156,0.9395217299461365,1,0.8806591033935547,0.014446815475821495,0.8806591033935547,0.10489416867494583,1,0.9959482550621033,0.0010472987778484821,0.9959482550621033,0.003004534402862191,1,1,1
"Would stick to banking: Girish Pai, Centrum Broking",2,1,0.8880004286766052,0.09964639693498611,0.012353109195828438,0.8880004286766052,1,0.8404521346092224,0.015761438757181168,0.8404521346092224,0.1437864750623703,1,0.9950556755065918,0.0017038483638316393,0.9950556755065918,0.003240428166463971,0,0,0
MSCI adds Aurobindo Pharma to India index,1,1,0.9251453280448914,0.060767073184251785,0.014087656512856483,0.9251453280448914,1,0.7177588939666748,0.007809118367731571,0.7177588939666748,0.2744320034980774,1,0.9496285319328308,0.0015352001646533608,0.9496285319328308,0.048836369067430496,1,1,1
Ashok Leyland raises Rs 667 crore through QIP,2,2,0.5565810203552246,0.5565810203552246,0.010487174615263939,0.4329318404197693,1,0.8440645337104797,0.007437208667397499,0.8440645337104797,0.14849823713302612,1,0.9835953712463379,0.0012626085663214326,0.9835953712463379,0.015141992829740047,1,0,0
"At Wipro, growth remains a mirage",0,2,0.9380457401275635,0.9380457401275635,0.012351562269032001,0.049602679908275604,1,0.6762226819992065,0.2605859637260437,0.6762226819992065,0.06319136172533035,0,0.9611952900886536,0.9611952900886536,0.03062947280704975,0.008175158873200417,0,0,1
Why Chinese stocks leave US investors vulnerable,0,1,0.6940374970436096,0.049304116517305374,0.2566583752632141,0.6940374970436096,0,0.5731186270713806,0.5731186270713806,0.40913665294647217,0.017744772136211395,0,0.9653182625770569,0.9653182625770569,0.028212526813149452,0.006469153333455324,0,1,1
US stocks finish mixed amid more tech selling,0,0,0.8812286853790283,0.05105174705386162,0.8812286853790283,0.06771949678659439,1,0.5034446716308594,0.4699908196926117,0.5034446716308594,0.02656450681388378,0,0.9774406552314758,0.9774406552314758,0.017987698316574097,0.004571655299514532,1,0,1
Opec reduces estimate on oil demand growth,0,0,0.5920590758323669,0.052651114761829376,0.5920590758323669,0.3552898168563843,1,0.7157982587814331,0.24916709959506989,0.7157982587814331,0.03503458574414253,0,0.9841618537902832,0.9841618537902832,0.011334570124745369,0.004503647331148386,1,0,1
Oil prices mixed ahead of US supply report,1,0,0.8914928436279297,0.047714896500110626,0.8914928436279297,0.060792241245508194,1,0.7114179134368896,0.2699970006942749,0.7114179134368896,0.01858508214354515,0,0.9448740482330322,0.9448740482330322,0.04650544375181198,0.008620545268058777,0,1,0
Makemytrip expands share sale plan,1,1,0.9196819067001343,0.06784652173519135,0.012471592985093594,0.9196819067001343,1,0.6578474044799805,0.032988354563713074,0.6578474044799805,0.3091641962528229,1,0.9654207229614258,0.002814016304910183,0.9654207229614258,0.03176528960466385,1,1,1
Gur closes quiet on some support,1,1,0.4827163517475128,0.15759921073913574,0.35968440771102905,0.4827163517475128,1,0.8176584243774414,0.09045583754777908,0.8176584243774414,0.0918857678771019,0,0.956010639667511,0.956010639667511,0.037430308759212494,0.006559085566550493,1,1,0
Gur closes steady on low demand,1,2,0.678333580493927,0.678333580493927,0.21681614220142365,0.10485021024942398,1,0.7279516458511353,0.17405164241790771,0.7279516458511353,0.09799672663211823,0,0.9635205268859863,0.9635205268859863,0.030103685334324837,0.006375752389431,0,1,0
Gur closes steady on thin trade,1,2,0.5753574967384338,0.5753574967384338,0.29192110896110535,0.13272130489349365,1,0.7622506022453308,0.03364456817507744,0.7622506022453308,0.20410490036010742,0,0.9396076798439026,0.9396076798439026,0.0523189902305603,0.008073356002569199,0,1,0
Gur remains flat in tight movements,1,0,0.46943965554237366,0.31258243322372437,0.46943965554237366,0.21797789633274078,1,0.8340245485305786,0.08491015434265137,0.8340245485305786,0.08106532692909241,1,0.5956678986549377,0.3869852125644684,0.5956678986549377,0.01734687201678753,0,1,1
Popularising G-Secs among retail investors,1,1,0.8317214846611023,0.15647466480731964,0.011803909204900265,0.8317214846611023,1,0.8678898215293884,0.032954175025224686,0.8678898215293884,0.09915602207183838,1,0.916252851486206,0.002653764560818672,0.916252851486206,0.08109337836503983,1,1,1
Gold trades nearly flat on dull demand,1,0,0.8221350312232971,0.10298743098974228,0.8221350312232971,0.07487761229276657,1,0.6814379096031189,0.2562492787837982,0.6814379096031189,0.06231284141540527,0,0.9727094173431396,0.9727094173431396,0.022100752219557762,0.005189890973269939,0,1,0
ZEE announces closure of share buyback programme,1,0,0.6527500748634338,0.02207421511411667,0.6527500748634338,0.3251757025718689,1,0.7667214870452881,0.20298293232917786,0.7667214870452881,0.030295507982373238,1,0.95122230052948,0.03223470598459244,0.95122230052948,0.01654299534857273,0,1,1
ZEE Q2 net at Rs 216.3 cr,1,1,0.9104769229888916,0.04329400137066841,0.0462290458381176,0.9104769229888916,1,0.8262075185775757,0.028771333396434784,0.8262075185775757,0.14502112567424774,1,0.9941955208778381,0.002019316190853715,0.9941955208778381,0.003785147797316313,1,1,1
China to start yuan trading on Tuesday,1,1,0.9353553056716919,0.04748891666531563,0.017155777662992477,0.9353553056716919,1,0.9219745993614197,0.017980482429265976,0.9219745993614197,0.06004490330815315,1,0.9956314563751221,0.0011169672943651676,0.9956314563751221,0.003251646878197789,1,1,1
BSE inks strategic partnership with YES Bank,1,2,0.9024836421012878,0.9024836421012878,0.009345944970846176,0.08817040920257568,1,0.780204713344574,0.009515608660876751,0.780204713344574,0.2102796882390976,2,0.9720637798309326,0.00128455669619143,0.026651689782738686,0.9720637798309326,0,1,0
Yes Bank launches Sovereign Gold Bond,1,1,0.7115002274513245,0.25900062918663025,0.029499175027012825,0.7115002274513245,1,0.5621821880340576,0.005898339673876762,0.5621821880340576,0.43191954493522644,1,0.9914142489433289,0.0009447922930121422,0.9914142489433289,0.007640956901013851,1,1,1
"Yen firms in Asia on Iraq, Ukraine jitters",2,0,0.8335462212562561,0.0697956457734108,0.8335462212562561,0.09665817767381668,0,0.5451714396476746,0.5451714396476746,0.4418426752090454,0.012985888868570328,0,0.8172964453697205,0.8172964453697205,0.16887985169887543,0.01382366567850113,0,0,0
Billionaire's stake shakes Woolworth's buyout of David Jones,1,1,0.9177313446998596,0.04560926556587219,0.036659400910139084,0.9177313446998596,1,0.829167366027832,0.032789237797260284,0.829167366027832,0.13804344832897186,1,0.8512800335884094,0.10688499361276627,0.8512800335884094,0.04183490574359894,1,1,1
Wonderla Holidays IPO subscribed 42% on Day 1,1,1,0.7664134502410889,0.2190481275320053,0.014538506977260113,0.7664134502410889,2,0.6740896701812744,0.004873942118138075,0.32103633880615234,0.6740896701812744,1,0.9920288920402527,0.001091526704840362,0.9920288920402527,0.006879608612507582,1,0,1
Wonderla Holidays IPO subscribed 98% on second day,1,1,0.7647696733474731,0.2244289517402649,0.010801341384649277,0.7647696733474731,2,0.7273497581481934,0.0046396455727517605,0.26801055669784546,0.7273497581481934,1,0.9445454478263855,0.0019206363940611482,0.9445454478263855,0.05353398621082306,1,0,1
WNS appoints Ronald Gillette as Chief Operating Officer,1,1,0.9337005019187927,0.03508225455880165,0.03121725469827652,0.9337005019187927,1,0.893342912197113,0.006916734389960766,0.893342912197113,0.09974030405282974,1,0.994899570941925,0.0013552630553022027,0.994899570941925,0.003745141439139843,1,1,1
Strong deals crucial for Wipro's growth push,1,2,0.7991763353347778,0.7991763353347778,0.006462521385401487,0.19436119496822357,2,0.8729522228240967,0.007052116561681032,0.11999565362930298,0.8729522228240967,2,0.9490050673484802,0.002517146524041891,0.04847780987620354,0.9490050673484802,0,0,0
Ten key takeaways from Wipro Q1 results,1,1,0.8989372253417969,0.07037215679883957,0.030690595507621765,0.8989372253417969,1,0.7152277827262878,0.010689347051084042,0.7152277827262878,0.27408286929130554,1,0.9892470240592957,0.0025670703034847975,0.9892470240592957,0.008185924030840397,1,1,1
Whirlpool may head to around 450-475: Devang Visaria,1,1,0.9053943157196045,0.07329151034355164,0.02131415531039238,0.9053943157196045,1,0.9463969469070435,0.017072802409529686,0.9463969469070435,0.036530233919620514,1,0.9958239793777466,0.0010151012102141976,0.9958239793777466,0.0031609302386641502,1,1,1
Western Coalfields CMD D C Garg passes away,1,1,0.7011776566505432,0.031864676624536514,0.26695773005485535,0.7011776566505432,1,0.7646273374557495,0.20225176215171814,0.7646273374557495,0.03312087059020996,1,0.6711897253990173,0.3109053373336792,0.6711897253990173,0.01790486089885235,1,1,1
VRL Logistics IPO grey market premium at 38%,1,1,0.8949658274650574,0.08520947396755219,0.01982465200126171,0.8949658274650574,1,0.8046116828918457,0.09508176892995834,0.8046116828918457,0.10030654817819595,1,0.7230557799339294,0.008122970350086689,0.7230557799339294,0.26882120966911316,1,1,1
"IPO after tax row is settled, says Vodafone",1,1,0.5437492728233337,0.0533115528523922,0.40293920040130615,0.5437492728233337,1,0.8825646042823792,0.01530293095856905,0.8825646042823792,0.10213253647089005,1,0.7772006392478943,0.028254738077521324,0.7772006392478943,0.19454453885555267,1,1,1
Vodafone gets ready for IPO of Indian arm,1,1,0.8975051045417786,0.07686585932970047,0.02562899701297283,0.8975051045417786,1,0.8406956791877747,0.010191022418439388,0.8406956791877747,0.14911329746246338,1,0.9768104553222656,0.003565883729606867,0.9768104553222656,0.019623586907982826,1,1,1
VMware appoints Arun Parameswaran as India MD,1,1,0.9361602663993835,0.03603314235806465,0.027806611731648445,0.9361602663993835,1,0.9258872866630554,0.011738203465938568,0.9258872866630554,0.062374554574489594,1,0.9940671920776367,0.0011033840710297227,0.9940671920776367,0.004829413257539272,1,1,1
Videocon D2H likely to bring IPO this fiscal,1,1,0.9015450477600098,0.07520466297864914,0.023250281810760498,0.9015450477600098,1,0.8402928113937378,0.00662024924531579,0.8402928113937378,0.15308688580989838,1,0.9891470670700073,0.0017060410464182496,0.9891470670700073,0.009146997705101967,1,1,1
Videocon appoints Sanjeev Bakshi as COO,1,1,0.9324765205383301,0.039899662137031555,0.02762383408844471,0.9324765205383301,1,0.894048810005188,0.009542405605316162,0.894048810005188,0.09640878438949585,1,0.9933116436004639,0.0012421765131875873,0.9933116436004639,0.005446205846965313,1,1,1
Viber ups marketing efforts with CMO appointment,1,2,0.8295949101448059,0.8295949101448059,0.00810442678630352,0.162300705909729,1,0.734526515007019,0.01304025948047638,0.734526515007019,0.25243324041366577,1,0.7262020111083984,0.008149602450430393,0.7262020111083984,0.26564833521842957,0,1,1
Verizon appoints Christopher Formant to head enterprise business,1,1,0.9326257705688477,0.040729865431785583,0.026644306257367134,0.9326257705688477,1,0.875211238861084,0.008324403315782547,0.875211238861084,0.11646432429552078,1,0.9949504137039185,0.0012073605321347713,0.9949504137039185,0.003842300735414028,1,1,1
"Amidst commodity boom, vanilla remains plain vanilla",1,1,0.6965263485908508,0.280598908662796,0.022874783724546432,0.6965263485908508,1,0.7983707785606384,0.08225081861019135,0.7983707785606384,0.11937840282917023,1,0.9632564187049866,0.016238776966929436,0.9632564187049866,0.02050483413040638,1,1,1
Universal Commodity Exchange goes live,1,1,0.9373034238815308,0.041153185069561005,0.021543394774198532,0.9373034238815308,1,0.7864450216293335,0.0075903357937932014,0.7864450216293335,0.20596471428871155,1,0.9563559293746948,0.002439564559608698,0.9563559293746948,0.041204605251550674,1,1,1
United Spirits appoints Anand Kripalu as CEO,1,1,0.9162217974662781,0.029975203797221184,0.053802963346242905,0.9162217974662781,1,0.9007420539855957,0.011925071477890015,0.9007420539855957,0.08733285218477249,1,0.9931617975234985,0.0011673284461721778,0.9931617975234985,0.005670833867043257,1,1,1
Promoters raise stake to 46.72 pc in Unitech,1,1,0.7565712928771973,0.23140445351600647,0.012024293653666973,0.7565712928771973,1,0.8610134124755859,0.016431089490652084,0.8610134124755859,0.12255559861660004,2,0.9343580603599548,0.0015457842964679003,0.06409615278244019,0.9343580603599548,1,1,0
Uninor appoints Grameenphone CTO as new India COO,1,1,0.936725378036499,0.040628623217344284,0.02264605462551117,0.936725378036499,1,0.9067725539207458,0.03855416923761368,0.9067725539207458,0.05467328056693077,1,0.9855220317840576,0.0019171989988535643,0.9855220317840576,0.012560702860355377,1,1,1
TV Today Q2 profit at Rs 12.83 crore,1,1,0.8654360771179199,0.05293837562203407,0.0816255733370781,0.8654360771179199,1,0.771424412727356,0.01683611050248146,0.771424412727356,0.2117394357919693,1,0.9796140193939209,0.009238675236701965,0.9796140193939209,0.011147386394441128,1,1,1
Tokyo stocks flat by the break,1,0,0.9331703782081604,0.026992715895175934,0.9331703782081604,0.03983691707253456,1,0.8568874001502991,0.08224780857563019,0.8568874001502991,0.06086486205458641,0,0.9562785029411316,0.9562785029411316,0.03707284852862358,0.0066486867144703865,0,1,0
Adi Rajaram appointed TNIIC chairman,1,1,0.9220798015594482,0.05384635552763939,0.024073900654911995,0.9220798015594482,1,0.8580032587051392,0.024789173156023026,0.8580032587051392,0.11720751971006393,1,0.9897153973579407,0.001552947098389268,0.9897153973579407,0.0087317219004035,1,1,1
4200 is key level for Titan: Ashwani Gujral,1,1,0.8840687870979309,0.099202960729599,0.016728268936276436,0.8840687870979309,1,0.7689069509506226,0.012372617609798908,0.7689069509506226,0.21872036159038544,1,0.9967389702796936,0.0010384602937847376,0.9967389702796936,0.002222578041255474,1,1,1
Kapil Kapoor is global COO of Timex Group,1,1,0.9445075392723083,0.034047070890665054,0.021445412188768387,0.9445075392723083,1,0.7543730139732361,0.007555998861789703,0.7543730139732361,0.23807094991207123,1,0.9962067604064941,0.0010574550833553076,0.9962067604064941,0.0027357698418200016,1,1,1
TIL Limited can open-up for Rs 900-1200: Ventura,1,1,0.906868577003479,0.08144634962081909,0.011685003526508808,0.906868577003479,1,0.8907107710838318,0.008989157155156136,0.8907107710838318,0.10030004382133484,1,0.993813157081604,0.0011627277126535773,0.993813157081604,0.005024154670536518,1,1,1
Thyrocare Technologies Limited files draft IPO papers,1,1,0.9452633261680603,0.030988477170467377,0.02374814637005329,0.9452633261680603,1,0.9094032049179077,0.027359100058674812,0.9094032049179077,0.06323764473199844,1,0.9948309063911438,0.000911663519218564,0.9948309063911438,0.004257537890225649,1,1,1
Thejo Engineering announces 1:1 maiden bonus,1,1,0.9089050889015198,0.051664214581251144,0.0394306518137455,0.9089050889015198,1,0.7798873782157898,0.012555411085486412,0.7798873782157898,0.20755726099014282,1,0.9275109767913818,0.0027927677147090435,0.9275109767913818,0.06969621777534485,1,1,1
Neutral on telecom: Ramanathan K,1,1,0.9266176223754883,0.05259648710489273,0.020785940811038017,0.9266176223754883,1,0.7337665557861328,0.009090432897210121,0.7337665557861328,0.2571430206298828,1,0.991519033908844,0.004742189776152372,0.991519033908844,0.003738687839359045,1,1,1
Technofab Engg fix IPO rate at Rs 230-240,1,1,0.9373778104782104,0.026546133682131767,0.036076031625270844,0.9373778104782104,1,0.874423086643219,0.06836272776126862,0.874423086643219,0.05721418187022209,1,0.996066153049469,0.001075464184395969,0.996066153049469,0.002858421066775918,1,1,1
Tata Sons names Gopichand Katragadda chief technology officer,1,1,0.9417624473571777,0.03087339922785759,0.027364160865545273,0.9417624473571777,1,0.8832260370254517,0.04412154108285904,0.8832260370254517,0.07265236228704453,1,0.9929511547088623,0.0011230591917410493,0.9929511547088623,0.005925781559199095,1,1,1
Tata Motors appoints Gajendra Chandel as CHRO,1,1,0.9312196373939514,0.03478328138589859,0.03399708867073059,0.9312196373939514,1,0.9267909526824951,0.023588797077536583,0.9267909526824951,0.049620259553194046,1,0.9936286807060242,0.0012267458951100707,0.9936286807060242,0.005144515074789524,1,1,1
Kalyanasundaram resigns as Independent Director of Tata Communications,1,0,0.6164129376411438,0.01988430880010128,0.6164129376411438,0.3637026846408844,1,0.7927034497261047,0.18574155867099762,0.7927034497261047,0.02155497297644615,1,0.9607320427894592,0.03379236161708832,0.9607320427894592,0.005475647281855345,0,1,1
Talwalkars can retest 133-140 levels: Ashwani Gujral,1,1,0.9244990944862366,0.04201662167906761,0.03348430246114731,0.9244990944862366,1,0.8593769669532776,0.02265455201268196,0.8593769669532776,0.11796849966049194,1,0.996203601360321,0.0012172239366918802,0.996203601360321,0.002579192630946636,1,1,1
Suzlon board approves cashless restructuring of FCCBs,1,1,0.7353386878967285,0.07488224655389786,0.18977904319763184,0.7353386878967285,1,0.8702989816665649,0.022473309189081192,0.8702989816665649,0.10722774267196655,1,0.9736104011535645,0.0034282016567885876,0.9736104011535645,0.022961346432566643,1,1,1
Sunteck Realty: Building a solid foundation,1,2,0.8756394982337952,0.8756394982337952,0.007670053746551275,0.11669047921895981,2,0.5039454102516174,0.013295641168951988,0.48275887966156006,0.5039454102516174,1,0.8432808518409729,0.005452237091958523,0.8432808518409729,0.15126685798168182,0,0,1
Harsha Viji is deputy MD of Sundaram MF,1,1,0.9406982660293579,0.02548404596745968,0.033817652612924576,0.9406982660293579,1,0.9283115863800049,0.01220741868019104,0.9283115863800049,0.05948103219270706,1,0.9965758919715881,0.001090039499104023,0.9965758919715881,0.0023340412881225348,1,1,1
Sugar closes steady on sporadic buying,1,2,0.5120730400085449,0.5120730400085449,0.2086319476366043,0.27929508686065674,1,0.7951411008834839,0.06148863956332207,0.7951411008834839,0.14337027072906494,0,0.6024285554885864,0.6024285554885864,0.308077335357666,0.08949410915374756,0,1,0
Sugar ends steady in thin trade,1,2,0.4393349587917328,0.4393349587917328,0.2943946123123169,0.2662704586982727,1,0.7862041592597961,0.1138223260641098,0.7862041592597961,0.09997346997261047,0,0.7368797659873962,0.7368797659873962,0.23913246393203735,0.023987771943211555,0,1,0
Sugar settles steady on little doing,1,2,0.4768906235694885,0.4768906235694885,0.19362382590770721,0.32948556542396545,1,0.7870978713035583,0.03633018583059311,0.7870978713035583,0.17657199501991272,0,0.8760648965835571,0.8760648965835571,0.11333861947059631,0.010596494190394878,0,1,0
Sugar ends quiet amid sufficient stock positions,1,1,0.4711732268333435,0.1994151771068573,0.32941165566444397,0.4711732268333435,1,0.7909610867500305,0.03511994332075119,0.7909610867500305,0.1739189475774765,0,0.8320308327674866,0.8320308327674866,0.15480856597423553,0.013160578906536102,1,1,0
India produces 14.3 million tonne sugar till mid-February,1,1,0.9160866141319275,0.06010117381811142,0.02381221204996109,0.9160866141319275,1,0.8231435418128967,0.09180127829313278,0.8231435418128967,0.08505517244338989,1,0.9957854151725769,0.001380673609673977,0.9957854151725769,0.0028339039999991655,1,1,1
Sterling steadies after Scottish referendum debate wobble,1,0,0.5703297853469849,0.35019180178642273,0.5703297853469849,0.0794784426689148,1,0.9223924875259399,0.027136242017149925,0.9223924875259399,0.05047121271491051,1,0.5234067440032959,0.14353179931640625,0.5234067440032959,0.33306142687797546,0,1,1
UK data gives battered sterling some respite,1,0,0.5429961681365967,0.3740828335285187,0.5429961681365967,0.08292099088430405,1,0.6784817576408386,0.11978581547737122,0.6784817576408386,0.20173245668411255,2,0.9326940178871155,0.00844571366906166,0.05886027216911316,0.9326940178871155,0,1,0
Red-hot sterling cools a touch after PMI numbers,1,1,0.4487743675708771,0.3525991141796112,0.19862650334835052,0.4487743675708771,1,0.8309018611907959,0.018727876245975494,0.8309018611907959,0.1503702700138092,0,0.946301281452179,0.946301281452179,0.044571783393621445,0.009126938879489899,1,1,0
Steel prices end steady in thin trade,1,0,0.7869624495506287,0.17122487723827362,0.7869624495506287,0.04181269183754921,1,0.8218200206756592,0.10189566016197205,0.8218200206756592,0.07628433406352997,0,0.9095077514648438,0.9095077514648438,0.07449363172054291,0.01599859818816185,0,1,0
Tight movement in steel prices in thin trade,1,0,0.8308941125869751,0.10608364641666412,0.8308941125869751,0.06302223354578018,1,0.9022898077964783,0.028273124247789383,0.9022898077964783,0.06943707168102264,0,0.9538666009902954,0.9538666009902954,0.03783223032951355,0.008301162160933018,0,1,0
Spices hold steady in mute trade,1,2,0.68528813123703,0.68528813123703,0.125132754445076,0.1895790845155716,1,0.694633424282074,0.02629854902625084,0.694633424282074,0.2790680229663849,1,0.8737917542457581,0.10090307891368866,0.8737917542457581,0.02530512772500515,0,1,1
SpiceJet makes top-level changes,1,1,0.9400145411491394,0.02365364134311676,0.03633186221122742,0.9400145411491394,1,0.594067394733429,0.0352788046002388,0.594067394733429,0.37065377831459045,1,0.9952033758163452,0.0015419898554682732,0.9952033758163452,0.0032546690199524164,1,1,1
Spicejet seeks shareholders' nod to hike promoters holding,1,1,0.6888551712036133,0.29870766401290894,0.012437189929187298,0.6888551712036133,1,0.8508529663085938,0.015308096073567867,0.8508529663085938,0.13383899629116058,1,0.7582075595855713,0.005575869232416153,0.7582075595855713,0.23621664941310883,1,1,1
Several small caps trading at eye-popping valuations,1,1,0.8424924612045288,0.05900976061820984,0.09849774092435837,0.8424924612045288,1,0.6936419606208801,0.07243172824382782,0.6936419606208801,0.23392637073993683,1,0.7112133502960205,0.024721533060073853,0.7112133502960205,0.264065146446228,1,1,1
Sistema on way to market,1,1,0.8411855101585388,0.12395796179771423,0.03485657647252083,0.8411855101585388,1,0.872776448726654,0.028560306876897812,0.872776448726654,0.09866315871477127,1,0.9645603895187378,0.0033465386368334293,0.9645603895187378,0.03209308534860611,1,1,1
Shoppers Stop elevates Salil Nair to CEO,1,1,0.8006143569946289,0.1673693060874939,0.03201635554432869,0.8006143569946289,1,0.6408490538597107,0.011159824207425117,0.6408490538597107,0.34799110889434814,1,0.8371794819831848,0.004216648172587156,0.8371794819831848,0.15860389173030853,1,1,1
Neutral on Shiva Cement: Seshadri Bharathan,1,1,0.9256730079650879,0.06147701293230057,0.012850035913288593,0.9256730079650879,1,0.8148931860923767,0.01612573303282261,0.8148931860923767,0.16898111999034882,1,0.9866322875022888,0.00819108821451664,0.9866322875022888,0.005176645237952471,1,1,1
How will Shell-BG deal impact global energy market,1,1,0.8946386575698853,0.019885919988155365,0.08547544479370117,0.8946386575698853,1,0.8269360661506653,0.10787058621644974,0.8269360661506653,0.06519334018230438,1,0.9920575022697449,0.0021003286819905043,0.9920575022697449,0.005842216778546572,1,1,1
SGX's India office to woo fund raising corporations,1,1,0.7913093566894531,0.19883863627910614,0.009852019138634205,0.7913093566894531,1,0.7643744945526123,0.03793921694159508,0.7643744945526123,0.19768628478050232,1,0.958274245262146,0.0023084201384335756,0.958274245262146,0.03941725194454193,1,1,1
Prasun Kumar Mukherjee quits Sesa Sterlite,1,1,0.668806791305542,0.023164162412285805,0.30802908539772034,0.668806791305542,1,0.7410901188850403,0.22811679542064667,0.7410901188850403,0.030793149024248123,1,0.9872660636901855,0.0077380770817399025,0.9872660636901855,0.004995894618332386,1,1,1
Which Sensex stocks should you bet on?,1,1,0.9387303590774536,0.032870568335056305,0.028399044647812843,0.9387303590774536,1,0.9152936935424805,0.021159466356039047,0.9152936935424805,0.06354685127735138,1,0.9843326807022095,0.0014496796065941453,0.9843326807022095,0.014217650517821312,1,1,1
Sensex rangebound; top 20 intraday trading ideas,1,1,0.7584190368652344,0.21407534182071686,0.027505645528435707,0.7584190368652344,1,0.8365051746368408,0.015063447877764702,0.8365051746368408,0.14843131601810455,1,0.987122654914856,0.0015845407033339143,0.987122654914856,0.011292785406112671,1,1,1
SEC director with big stock holdings stirs debate,1,0,0.5708847641944885,0.0402347594499588,0.5708847641944885,0.38888049125671387,1,0.8603157997131348,0.1116117462515831,0.8603157997131348,0.028072476387023926,1,0.9203600883483887,0.054732225835323334,0.9203600883483887,0.024907685816287994,0,1,1
Sebi partially lifts curbs on Shantivijay Jewels,1,2,0.8802101016044617,0.8802101016044617,0.039388589560985565,0.08040143549442291,1,0.8989184498786926,0.044709231704473495,0.8989184498786926,0.0563722625374794,2,0.7242426872253418,0.01723402924835682,0.25852328538894653,0.7242426872253418,0,1,0
Sebi seeks clarification on RINL IPO,1,1,0.9431958198547363,0.026552604511380196,0.030251581221818924,0.9431958198547363,1,0.924901008605957,0.03433508425951004,0.924901008605957,0.040763936936855316,1,0.9892892837524414,0.0038840342313051224,0.9892892837524414,0.00682678259909153,1,1,1
